User_ID;Location;Age;AGE_GROUP
123363;belohorizonte,minasgerais,brazil;21;20-29 Anos
259729;salvador,bahia,brazil;42;40-49 Anos
259963;ribeiraopreto,saopaulo,brazil;30;30-39 Anos
260790;vinhedo,saopaulo,brazil;40;40-49 Anos
260839;saopaulo,saopaulo,brazil;39;30-39 Anos
123904;campinassp,na,brazil;41;40-49 Anos
124137;fortaleza,ceara,brazil;29;20-29 Anos
124292;riodejaneiro,riodejaneiro,brazil;23;20-29 Anos
124427;uberaba,minasgerais,brazil;23;20-29 Anos
124670;saopaulo,saopaulo,brazil;31;30-39 Anos
125505;saopaulo,saopaulo,brazil;54;50-59 Anos
261623;saopaulo,saopaulo,brazil;45;40-49 Anos
261624;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
261816;belohorizonte,minasgerais,brazil;43;40-49 Anos
261883;joaopessoa,paraiba,brazil;39;30-39 Anos
261908;saopaulo,na,brazil;34;30-39 Anos
262100;portoalegre,na,brazil;20;20-29 Anos
262136;campinas,saopaulo,brazil;38;30-39 Anos
262210;brasilia,distritofederal,brazil;25;20-29 Anos
262223;saopaulo,saopaulo,brasil;20;20-29 Anos
262227;campinas,saopaulo,brazil;18;10-19 Anos
262465;saopaulo,saopaulo,brazil;48;40-49 Anos
262717;belem,para,brazil;57;50-59 Anos
262909;riodejaneiro,riodejaneiro,brazil;28;20-29 Anos
263192;osasco,saopaulo,brazil;42;40-49 Anos
263223;brasilia,distritofederal,brazil;74;70-79 Anos
263355;riodejaneiro,riodejaneiro,brazil;67;60-69 Anos
263368;curitiba,parana,brazil;38;30-39 Anos
263372;palegre,princeedwardisland,brazil;40;40-49 Anos
125746;riodejaneiro,riodejaneiro,brazil;23;20-29 Anos
126138;guarulhos,saopaulo,brazil;23;20-29 Anos
126236;ribeiraopreto,saopaulo,brazil;24;20-29 Anos
126323;riodejaneiro,na,brazil;49;40-49 Anos
127293;saopaulo,saopaulo,brazil;45;40-49 Anos
127332;riodejaneiro,riodejaneiro,brazil;65;60-69 Anos
127586;curitiba,abruzzo,brazil;25;20-29 Anos
263406;portoalegre,rs,brazil;26;20-29 Anos
263685;jacarei,saopaulo,brazil;25;20-29 Anos
263728;saopaulo,saopaulo,brazil;41;40-49 Anos
263801;niteroi,riodejaneiro,brazil;16;10-19 Anos
263927;riodejaneiro,riodejaneiro,brazil;54;50-59 Anos
263992;blumenau,santacatarina,brazil;45;40-49 Anos
264201;saopaulo,saopaulo,brazil;34;30-39 Anos
264249;santos,saopaulo,brazil;48;40-49 Anos
264488;saopaulo,saopaulo,brazil;9;06-09 Anos
264489;riodejaneiro,riodejaneiro,brazil;20;20-29 Anos
264591;riodejaneiro,rheinlandpfalz,brazil;22;20-29 Anos
264592;saopaulo,saopaulo,brazil;27;20-29 Anos
264869;santoandre,saopaulo,brazil;22;20-29 Anos
265030;saopaulo,saopaulo,brazil;34;30-39 Anos
265141;trespontas,maine,brazil;24;20-29 Anos
265212;goiania,goias,brazil;47;40-49 Anos
265256;saopaulo,saopaulo,brazil;50;50-59 Anos
127965;saopaulo,saopaulo,brazil;25;20-29 Anos
128096;belohorizonte,minasgerais,brazil;23;20-29 Anos
128219;saopaulo,saopaulo,brazil;20;20-29 Anos
128326;saopaulo,saopaulo,brazil;35;30-39 Anos
128339;riodejaneiro,riodejaneiro,brazil;16;10-19 Anos
129601;mesquita,riodejaneiro,brazil;21;20-29 Anos
265439;portoalegre,rs,brazil;32;30-39 Anos
265989;saopaulo,saopaulo,brazil;19;10-19 Anos
266817;portoalegre,riograndedosul,brazil;23;20-29 Anos
266958;santos,saoppaulo,brazil;21;20-29 Anos
267078;saopaulo,sp,brazil;23;20-29 Anos
129673;saopaulo,sp,brazil;15;10-19 Anos
129691;pindamonhangaba,saopaulo,brazil;19;10-19 Anos
129865;passos,minasgerais,brazil;37;30-39 Anos
130471;riodejaneiro,vermont,brazil;27;20-29 Anos
131353;saopaulo,saopaulo,brazil;16;10-19 Anos
267468;samambaia,distritofederal,brazil;26;20-29 Anos
268253;saobernardodocampo,saopaulo,brazil;29;20-29 Anos
268729;riodejaneiro,riodejaneiro,brazil;52;50-59 Anos
268869;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
269053;belohorizonte,minasgerais,brazil;30;30-39 Anos
269102;saopaulo,saopaulo,brazil;26;20-29 Anos
131878;belohorizonte,minasgerais,brazil;20;20-29 Anos
131959;cotia,cotia,brazil;55;50-59 Anos
131973;campinas,saopaulo,brazil;18;10-19 Anos
133096;saopaulo,saopaulo,brazil;28;20-29 Anos
133208;belohorizonte,minasgerais,brazil;30;30-39 Anos
133372;portoalegre,riograndedosul,brazil;17;10-19 Anos
270048;riodejaneiro,riodejaneiro,brazil;47;40-49 Anos
271025;curitiba,parana,brazil;35;30-39 Anos
271432;saopaulo,saopaulo,brazil;30;30-39 Anos
133900;riodejaneiro,na,brazil;53;50-59 Anos
133934;ribeiraopreto,saopaulo,brazil;25;20-29 Anos
134327;saopaulo,saopaulo,brazil;33;30-39 Anos
134719;saopaulo,saopaulo,brazil;25;20-29 Anos
135038;riodejaneiro,riodejaneiro,brazil;62;60-69 Anos
135125;saopaulo,saopaulo,brazil;50;50-59 Anos
135192;campogrande,matogrossodosul,brazil;33;30-39 Anos
135220;belohorizonte,minasgerais,brazil;25;20-29 Anos
135683;saopaulo,saopaulo,brazil;16;10-19 Anos
271643;saocarlos,saopaulo,brazil;31;30-39 Anos
271677;maceio,alagoas,brazil;17;10-19 Anos
272000;riodejaneiro,riodejaneiro,brazil;38;30-39 Anos
272008;curitiba,parana,brazil;24;20-29 Anos
272091;pontagrossa,parana,brazil;28;20-29 Anos
272232;saopaulo,saopaulo,brazil;19;10-19 Anos
272458;saopaulo,saopaulo,brazil;14;10-19 Anos
272770;saopaulo,saopaulo,brazil;22;20-29 Anos
272835;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
272908;balneariocamboriu,santacatarina,brazil;25;20-29 Anos
272976;curitiba,parana,brazil;30;30-39 Anos
273189;governadorvaladares,minasgerais,brazil;49;40-49 Anos
273330;aracaju,sergipe,brazil;49;40-49 Anos
273407;saopaulo,saopaulo,brazil;27;20-29 Anos
273509;belem,para,brazil;33;30-39 Anos
136510;sp,saopaulo,brazil;29;20-29 Anos
137053;belohorizonte,minasgerais,brazil;31;30-39 Anos
137088;canoas,riograndedosul,brazil;19;10-19 Anos
137353;saopaulo,saopaulo,brazil;36;30-39 Anos
137504;coimbraemportugalsaopaulonobrasil,portugal,brazil;30;30-39 Anos
137617;santamaria,riograndedosul,brazil;17;10-19 Anos
137740;brasilia,distritofederal,brazil;17;10-19 Anos
274037;salvador,bahia,brazil;42;40-49 Anos
274203;riodejaneiro,riodejaneiro,brazil;22;20-29 Anos
137870;mogiguacu,saopaulo,brazil;23;20-29 Anos
138102;saopaulo,saopaulo,brazil;53;50-59 Anos
138103;saopaulo,saopaulo,brazil;17;10-19 Anos
138178;riodejaneiro,riodejaneiro,brazil;26;20-29 Anos
138600;saopaulo,saopaulo,brazil;32;30-39 Anos
138613;taubate,saopaulo,brazil;49;40-49 Anos
138797;saojosedoriopardo,saopaulo,brazil;45;40-49 Anos
138987;brasilia,distritofederal,brazil;27;20-29 Anos
139088;portoalegre,riograndedosul,brazil;33;30-39 Anos
139307;maringa,parana,brazil;32;30-39 Anos
139308;rubiataba,goias,brazil;16;10-19 Anos
139311;campinas,yukonterritory,brazil;21;20-29 Anos
139364;florianopolis,santacatarina,brazil;53;50-59 Anos
274323;riodejaneiro,riodejaneiro,brazil;60;60-69 Anos
274600;santaritadopassaquatro,saopaulo,brazil;29;20-29 Anos
275037;saobernardodocampo,saopaulo,brazil;19;10-19 Anos
275046;saopaulo,saopaulo,brazil;20;20-29 Anos
275290;niteroi,riodejaneiro,brazil;60;60-69 Anos
275373;riodejaneiro,riodejaneiro,brazil;22;20-29 Anos
275385;saopaulo,saopaulo,brazil;29;20-29 Anos
275443;xinguara,para,brazil;25;20-29 Anos
275473;vacaria,riograndedosul,brazil;35;30-39 Anos
140031;saopaulo,yukonterritory,brazil;67;60-69 Anos
140032;saopaulo,saopaulo,brazil;47;40-49 Anos
140035;saopaulo,saopaulo,brazil;41;40-49 Anos
140049;riodejaneiro,riodejaneiro,brazil;46;40-49 Anos
140086;saopaulo,saopaulo,brazil;31;30-39 Anos
140090;riodejaneiro,riodejaneiro,brazil;45;40-49 Anos
140091;curitiba,parana,brazil;48;40-49 Anos
140092;itapecericadaserra,saopaulo,brazil;17;10-19 Anos
140094;saopaulo,saopaulo,brazil;41;40-49 Anos
140150;saopaulo,saopaulo,brazil;34;30-39 Anos
140153;saopaulo,na,brazil;24;20-29 Anos
140157;riodejaneiro,riodejaneiro,brazil;52;50-59 Anos
140317;portoalegre,riograndedosul,brazil;23;20-29 Anos
140392;saoluis,maranhao,brazil;38;30-39 Anos
140407;saopaulo,saopaulo,brazil;23;20-29 Anos
140503;portoalegre,riograndedosul,brazil;35;30-39 Anos
140660;saopaulo,saopaulo,brazil;24;20-29 Anos
140661;fortaleza,ceara,brazil;20;20-29 Anos
140724;saopaulo,sp,brazil;19;10-19 Anos
141019;cachoeiradosul,riograndedosul,brazil;6;06-09 Anos
141081;saopaulo,saopaulo,brazil;27;20-29 Anos
141230;riodejaneiro,riodejaneiro,brazil;19;10-19 Anos
141412;saopaulo,saopaulo,brazil;15;10-19 Anos
141485;brasilia,distritofederal,brazil;56;50-59 Anos
141490;riodejaneiro,rj,brazil;23;20-29 Anos
141503;brasilia,df,brazil;33;30-39 Anos
141623;fozdoiguacu,parana,brazil;28;20-29 Anos
141689;porto,arizona,brazil;17;10-19 Anos
141786;riodejaneiro,riodejaneiro,brazil;18;10-19 Anos
141813;atibaia,saopaulo,brazil;26;20-29 Anos
275580;santoandre,saopaulo,brazil;44;40-49 Anos
275589;portoalegre,riograndedosul,brazil;22;20-29 Anos
275856;campinas,saopaulo,brazil;18;10-19 Anos
275873;riodejaneiro,riodejaneiro,brazil;45;40-49 Anos
275983;saojosedoscampos,sp,brazil;19;10-19 Anos
276392;saopaulo,saopaulo,brazil;23;20-29 Anos
276497;saopaulo,saopaulo,brazil;24;20-29 Anos
276815;portoalegre,riograndedosul,brazil;19;10-19 Anos
276863;campinas,saopaulo,brazil;33;30-39 Anos
276872;saopaulo,saopaulo,brazil;43;40-49 Anos
276985;riodejaneiro,riodejaneiro,brazil;19;10-19 Anos
277044;bragancapaulista,saopaulo,brazil;17;10-19 Anos
277392;goiania,goiasgoianiacentrooeste,brazil;46;40-49 Anos
277510;saopaulo,saopaulo,brazil;23;20-29 Anos
142233;salvador,bahia,brazil;48;40-49 Anos
142437;osasco,saopaulo,brazil;20;20-29 Anos
142533;pindamonhangaba,saopaulo,brazil;38;30-39 Anos
142870;riodejaneiro,na,brazil;21;20-29 Anos
142877;campinas,saopaulo,brazil;21;20-29 Anos
142884;campogrande,matogrossodosul,brazil;17;10-19 Anos
143044;jandira,saopaulo,brazil;33;30-39 Anos
143381;portoalegre,riograndedosul,brazil;22;20-29 Anos
143791;fortaleza,ceara,brazil;25;20-29 Anos
278324;saopaulo,saopaulo,brazil;34;30-39 Anos
143884;belem,para,brazil;35;30-39 Anos
144232;saopaulo,dc,brazil;40;40-49 Anos
144449;riodejaneiro,riodejaneiro,brazil;29;20-29 Anos
144498;saobernardodocampo,saopaulo,brazil;21;20-29 Anos
144538;riodejaneiro,riodejaneiro,brazil;32;30-39 Anos
144539;saopaulo,na,brazil;32;30-39 Anos
145309;amparo,saopaulo,brazil;16;10-19 Anos
145511;niteroi,rj,brazil;25;20-29 Anos
145555;portoalegre,riograndedosul,brazil;40;40-49 Anos
145556;marilia,saopaulo,brazil;45;40-49 Anos
146309;natal,riograndedonorte,brazil;56;50-59 Anos
146610;vitoria,na,brazil;33;30-39 Anos
146645;saopaulo,saopaulo,brazil;22;20-29 Anos
146667;saopaulo,saopaulo,brazil;38;30-39 Anos
147288;riodejaneiro,riodejaneiro,brazil;42;40-49 Anos
147508;moc,mg,brazil;22;20-29 Anos
147883;belohorizonte,minasgerais,brazil;23;20-29 Anos
147896;saopaulo,saopaulo,brazil;25;20-29 Anos
148306;riodejaneiro,riodejaneiro,brazil;24;20-29 Anos
148499;riodejaneiro,riodejaneiro,brazil;21;20-29 Anos
148552;saopaulo,sp,brazil;22;20-29 Anos
148718;saojosedoscampos,saopaulo,brazil;21;20-29 Anos
149068;caxiasdosul,riograndedosul,brazil;38;30-39 Anos
149379;riodejaneiro,riodejaneiro,brazil;20;20-29 Anos
149381;brasilia,df,brazil;39;30-39 Anos
149401;riodejaneiro,riodejaneiro,brazil;24;20-29 Anos
149406;saopaulo,yukonterritory,brazil;28;20-29 Anos
149447;saopaulo,saopaulo,brazil;19;10-19 Anos
149500;saopaulo,saopaulo,brazil;21;20-29 Anos
149582;portoalegre,riograndedosul,brazil;27;20-29 Anos
149584;riodejaneiro,riodejaneiro,brazil;33;30-39 Anos
149585;pousoredondo,santacatarina,brazil;21;20-29 Anos
149589;ribeiraopreto,saopaulo,brazil;29;20-29 Anos
149591;londrina,parana,brazil;29;20-29 Anos
149618;saopaulo,saopaulo,brazil;38;30-39 Anos
149660;belohorizonte,na,brazil;42;40-49 Anos
149671;novaiguacu,riodejaneiro,brazil;26;20-29 Anos
18;riodejaneiro,riodejaneiro,brazil;25;20-29 Anos
171;itai,saopaulo,brazil;29;20-29 Anos
172;riodejaneiro,riodejaneiro,brazil;66;60-69 Anos
622;salvador,bahia,brazil;23;20-29 Anos
710;piracicaba,saopaulo,brazil;42;40-49 Anos
967;belem,para,brazil;31;30-39 Anos
1034;saopaulo,saopaulo,brazil;18;10-19 Anos
1260;campinas,saopaulo,brazil;17;10-19 Anos
1710;govvaladares,texas,brazil;47;40-49 Anos
1788;saopaulo,saopaulo,brazil;39;30-39 Anos
1789;saopaulo,saopaulo,brazil;36;30-39 Anos
1979;cuiaba,matogrosso,brazil;28;20-29 Anos
1990;niteroi,riodejaneiro,brazil;32;30-39 Anos
1993;saopaulo,saopaulo,brazil;37;30-39 Anos
2001;belohorizonte,minasgerais,brazil;24;20-29 Anos
