User_ID;ISBN;Book_Rating
120515;2290302155;0
120515;2742705724;8
120515;274273807X;10
120515;2742743537;0
120515;2877304892;0
120515;3792000121;0
120515;8501012076;0
120515;8501019437;9
120515;8520501826;0
120515;8525409839;0
120515;8525412929;0
120515;8535900586;0
120515;9644481321;0
120515;9681500830;10
120515;9782290330715;0
61421;8500001186;8
204577;852592872X;5
80055;8586052086;0
80255;8525010995;0
39739;0060505257;0
39739;0316769487;0
39739;0393962881;0
39739;039396289X;0
39739;0451521943;0
39739;055305340X;0
39739;0771099851;0
39739;0786212527;0
39739;1853260304;0
39739;8587333240;0
39739;9681903900;0
39821;\0432534220\;6
39877;8501065979;10
40271;8526001779;10
40288;8571640599;0
228870;8586474339;8
100751;8575810138;0
62703;8501062669;10
17300;0582275105;0
17300;8500906847;9
186394;8521312490;10
186394;8525412449;0
186394;8572323104;10
40985;CDD869935;8
63672;7777777777;0
144232;CDD869.9308;10
144449;0345369947;3
144449;0451151259;0
144449;0553576399;0
144449;0671689231;8
144449;078688939X;7
144449;1853262986;10
123001;0061057894;0
123001;0425151867;8
255594;0804197400;0
255987;8521902255;0
256145;8500214678;10
256145;8586522651;7
82038;8508006608;9
134719;8515014920;7
232556;8511181334;8
232556;8526501860;7
245389;8520903096;9
245389;8530806956;0
258596;8501155012;8
135038;0194312070;0
82317;0006493580;0
82317;0140252088;7
82317;0140622071;0
82317;0156006847;0
82317;0385484518;0
82317;0440166462;0
82317;044016754X;0
82317;044022571X;0
82317;0446601241;9
82317;0449219232;0
82317;0454000499;6
82317;0515124060;0
82317;0671892479;0
82317;0804116571;0
82317;0971880107;0
82317;3423124776;0
82317;351818802X;10
82317;850105321X;0
265439;059035342X;0
265439;0679877894;8
265439;156245028X;0
265439;1565924207;8
265439;8525404683;8
253121;0440211697;9
253684;8526205412;0
263728;8587575015;5
102124;0449214176;0
20207;85.326.00220;10
20801;0140622071;0
20801;0316666343;0
20801;0440234743;8
20801;0446610399;0
20801;0553049763;6
20801;0571173004;0
20801;0671702513;9
20801;1401039081;0
20801;8520912427;7
20801;8525033464;8
20801;8525033472;0
20801;8532514359;8
20801;853361165X;0
20801;8572324453;0
20801;8572324976;0
213365;8501064394;5
213416;0971880107;0
213416;8482643940;8
213416;85.326.2958X;8
213416;8571641498;8
213416;8572342540;9
213416;8573022159;8
199841;0060953500;8
199841;0446386898;10
199841;0864426224;8
199841;0971880107;0
199841;2221066456;10
199841;2266091611;8
199841;8574796409;9
200127;8571644756;5
64066;8574795704;9
135220;8525033472;7
181572;0451519841;0
181821;0380802090;7
261816;8535800212;8
124292;8510194300;9
124292;8525002186;8
221117;0140253580;0
221117;0140622217;0
221117;0140622306;0
221117;0316776963;0
221117;0316777730;9
221117;0316779423;0
221117;0316779490;0
221117;0971880107;0
221117;1569715025;10
221117;1853260916;0
153937;0099908409;0
153937;8500801190;7
197631;8571642877;6
197631;8571643628;0
124427;1840181745;0
163973;0060806729;6
163973;0060808799;0
163973;0060928336;0
163973;0061006629;0
163973;0061007161;0
163973;006101141X;9
163973;006101351X;0
163973;0061030155;8
163973;0061031410;0
163973;0061042323;0
163973;0061043508;8
163973;0061082163;4
163973;0061092827;7
163973;0061093327;0
163973;0061093343;9
163973;0064470598;0
163973;0099141914;5
163973;00993070103;0
163973;0099315602;7
163973;0099534401;6
163973;0140009345;0
163973;014002154X;0
163973;0140077413;0
163973;0140258345;0
163973;0142001740;0
163973;0156787334;0
163973;0307103439;0
163973;0312169787;0
163973;0312924801;9
163973;0312927746;8
163973;0312929587;6
163973;0312951426;8
163973;0312951647;0
163973;0312953615;0
163973;0312958129;10
163973;0312958919;0
163973;0312959834;7
163973;0312965966;0
163973;0312974248;0
163973;0312978383;9
163973;0312984618;8
163973;0316601950;0
163973;0316779490;0
163973;033030819X;6
163973;0345302141;0
163973;0345302613;7
163973;0345321987;0
163973;034532532X;8
163973;0345329082;5
163973;0345334019;0
163973;0345365259;7
163973;0345365283;7
163973;0345369947;6
163973;0345374266;6
163973;0345374568;8
163973;034538184X;8
163973;0345387554;8
163973;0345394259;6
163973;0345394267;8
163973;034540498X;8
163973;0345418840;8
163973;0345438663;0
163973;0345446666;9
163973;0375500510;0
163973;0380012057;0
163973;0380569523;0
163973;0380698625;8
163973;0380699370;6
163973;0380700247;7
163973;0380701340;5
163973;0380710218;9
163973;0380713284;0
163973;0380713292;8
163973;0380713608;8
163973;0380717018;9
163973;0380718332;9
163973;0380718340;9
163973;0380720477;8
163973;0380732661;9
163973;0380756900;6
163973;0380767600;5
163973;0380774194;0
163973;0380781824;0
163973;0380788756;0
163973;0380790025;8
163973;0380790033;0
163973;0380798468;7
163973;0380802090;0
163973;0380810220;0
163973;0385721420;0
163973;0399150439;0
163973;0399150854;0
163973;0425105679;5
163973;0425107507;0
163973;0425109720;8
163973;0425111830;6
163973;0425125505;6
163973;0425126064;7
163973;0425133540;8
163973;0425140067;6
163973;0425145425;0
163973;042514545X;6
163973;0425149331;0
163973;0425154092;8
163973;0425163407;9
163973;0425167313;0
163973;0425169863;0
163973;0425172546;9
163973;0425174018;7
163973;0425175405;0
163973;0425182908;9
163973;0425189775;0
163973;0440102804;8
163973;0440119006;0
163973;0440119383;0
163973;0440120500;8
163973;0440129389;0
163973;0440135842;8
163973;0440139244;8
163973;0440153271;8
163973;0440162467;0
163973;0440181275;0
163973;0440201330;0
163973;0440202043;8
163973;0440202515;8
163973;0440204194;8
163973;0440204488;6
163973;0440206308;6
163973;0440208459;9
163973;0440209986;0
163973;0440211921;6
163973;0440213320;0
163973;0440214009;0
163973;0440215196;8
163973;0440215285;0
163973;0440217490;8
163973;044021873X;9
163973;0440222826;8
163973;0440223016;5
163973;0440224705;0
163973;0440225817;8
163973;044023476X;0
163973;0441748600;0
163973;0445406488;8
163973;0445408111;6
163973;0446306061;8
163973;0446311774;7
163973;0446327069;7
163973;0446353205;0
163973;0446353337;7
163973;0446358851;6
163973;0446359750;9
163973;0446359866;8
163973;0446359882;6
163973;0446360317;7
163973;0446364622;8
163973;0446364703;0
163973;0446600342;0
163973;0446603929;8
163973;0446605409;5
163973;0446608815;8
163973;0446609781;8
163973;0446610038;0
163973;0446610399;0
163973;0446611212;0
163973;0446612790;0
163973;0446672211;0
163973;0446676098;0
163973;0449000613;8
163973;0449003795;0
163973;0449005828;0
163973;0449143589;7
163973;0449146669;0
163973;0449149005;7
163973;0449207463;8
163973;0449208885;0
163973;0449209598;6
163973;0449212254;6
163973;044921625X;6
163973;0449216403;7
163973;0449217124;0
163973;0449217426;6
163973;0449219364;8
163973;0449219461;8
163973;0449221482;8
163973;0449221504;8
163973;0449221512;0
163973;0449223612;0
163973;0449908488;0
163973;0451159292;9
163973;0451166396;0
163973;0451176723;0
163973;0451177134;0
163973;0451180054;0
163973;0451180062;0
163973;0451180216;0
163973;0451180674;7
163973;0451180682;0
163973;0451184327;0
163973;0451186338;7
163973;0451204530;8
163973;0451205235;0
163973;0451403754;5
163973;0451404300;7
163973;0451407830;0
163973;0451522753;8
163973;0451523628;0
163973;0515058653;0
163973;0515087181;8
163973;0515107263;8
163973;051510843X;6
163973;051511264X;0
163973;0515118559;7
163973;0515120006;6
163973;0515120618;7
163973;0515120871;0
163973;0515121959;6
163973;0515122866;8
163973;0515125628;0
163973;0515128546;6
163973;0515130389;6
163973;0515131679;0
163973;0515133973;6
163973;0516041304;0
163973;0553180851;9
163973;0553206664;0
163973;0553227041;6
163973;0553251902;8
163973;0553270001;8
163973;0553271636;8
163973;0553272225;8
163973;0553275100;0
163973;0553278029;9
163973;0553280341;0
163973;0553280368;8
163973;0553280732;0
163973;0553282085;0
163973;0553283111;8
163973;0553284363;9
163973;0553284789;0
163973;0553286765;6
163973;0553287346;0
163973;0553293915;7
163973;0553296906;0
163973;0553299514;0
163973;055350326X;7
163973;0553560441;8
163973;0553563521;0
163973;0553564978;0
163973;0553565370;0
163973;055356773X;0
163973;0553569031;8
163973;0553569783;0
163973;0553569910;0
163973;0553572202;8
163973;055357230X;9
163973;0553572512;9
163973;0553576089;9
163973;0553579983;0
163973;0553582372;0
163973;0553800949;0
163973;0553800973;0
163973;0571117422;0
163973;0671002538;7
163973;0671010387;7
163973;0671011375;0
163973;0671019414;5
163973;0671027573;7
163973;0671027662;8
163973;0671034006;8
163973;0671036556;0
163973;0671047515;0
163973;0671443348;7
163973;0671443372;6
163973;0671472569;8
163973;0671516922;5
163973;0671536192;7
163973;0671551728;0
163973;0671556037;0
163973;0671636715;7
163973;0671643363;0
163973;0671644459;5
163973;0671645307;0
163973;0671648780;0
163973;0671673181;6
163973;0671680420;0
163973;0671702688;7
163973;0671724126;8
163973;0671737783;6
163973;067173895X;0
163973;0671744585;5
163973;0671747568;0
163973;0671785885;8
163973;0671786466;7
163973;0671793489;0
163973;067179793X;0
163973;067180720X;8
163973;0671828657;6
163973;067183651X;0
163973;0671867091;7
163973;0671867172;0
163973;067943853X;0
163973;0679450440;0
163973;0679459596;0
163973;0679773274;7
163973;0684718634;8
163973;0684825309;0
163973;0726937339;0
163973;073641150X;0
163973;0743227441;0
163973;074724118X;0
163973;0747400539;6
163973;0749306629;0
163973;0749306866;0
163973;0749319054;0
163973;0751531413;0
163973;0786882476;0
163973;0786889284;6
163973;0802730477;7
163973;0804111332;6
163973;0804119716;7
163973;0805013342;0
163973;0805019375;8
163973;0805036377;0
163973;0805059555;0
163973;0812500601;0
163973;0812507584;7
163973;0812509145;6
163973;0812583418;7
163973;0812589718;5
163973;0821730630;5
163973;0821733702;5
163973;0821742833;6
163973;0821748564;7
163973;155166528X;7
163973;1551666847;0
163973;157324127X;0
163973;1575660369;7
163973;1861976127;0
163973;1879639815;0
163973;8487099017;0
163973;9724120287;0
163973;B000133Q02;0
22082;0060187115;7
22082;0517884941;4
22082;0802135161;0
22082;0898158699;10
22082;0971880107;0
22082;850105321X;10
22392;8500013230;10
22573;8575810561;0
154472;0440204887;10
154472;0971880107;0
154472;850105321X;8
154476;0671013963;0
154476;0671013971;0
154476;0671014633;0
154476;067101465X;0
154476;0671667351;0
154476;0671701835;0
154476;0671795880;0
154476;0671869094;0
154679;0140620117;0
154679;0140620788;0
154679;0140621741;0
154679;0140622063;0
154679;0312199430;0
154679;0375414517;9
154679;0440442508;0
154679;055376196X;0
154679;0679781587;0
154679;0684867672;7
154679;1857996097;6
154679;8445073559;0
154679;85.326.18456;7
154679;8500007974;8
154679;8500009713;9
154679;8501060445;8
154679;8508040016;9
154679;8508040830;9
154679;8508052170;5
154679;8521902247;8
154679;8526238426;7
154679;8532506240;7
154679;8573022396;6
154679;8573211415;7
154679;8587791052;9
154679;958704049X;10
145556;8521902026;9
45750;0552149519;0
45750;0679724346;10
45750;0684825546;10
45750;0743442539;9
23023;85.254.07038;9
23725;8500001313;10
23725;850000178X;10
23725;8500002387;10
23725;8500003065;10
23725;8500003316;0
23725;8500004150;10
23725;8500214678;0
23725;850061370X;10
23725;850068593X;10
23725;8500713135;10
23725;8501017809;10
23725;8501019437;0
23725;8501053279;5
23725;8501057703;9
23725;8501065978;10
23725;8501154075;0
23725;8501154849;0
23725;8501155020;9
23725;8501155063;0
23725;8502011464;6
23725;8503001373;0
23725;8503003414;0
23725;8503005409;10
23725;8503005492;10
23725;8503006804;10
23725;8506014050;0
23725;8508027699;10
23725;8508045301;10
23725;8508071876;0
23725;8511200142;10
23725;8516012409;0
23725;852090307X;10
23725;8520906982;0
23725;8524260017;0
23725;8525008044;10
23725;8525035017;10
23725;8525406171;0
23725;8525406570;10
23725;8525408913;0
23725;852600025X;10
23725;8530802152;10
23725;8531900654;0
23725;8534917728;10
23725;8535400915;10
23725;8570411693;0
23725;8570411766;10
23725;8572323678;0
23725;8572326030;10
23725;8573023384;10
23725;857358548X;10
23725;857384003X;10
23725;8574240044;10
23725;857542016X;5
23725;8586796670;5
23725;8586796980;0
23725;858776702X;10
23725;8587981048;5
23725;8588853019;10
23725;8589362140;10
23725;8589665127;10
23725;8589665194;0
23725;8590335615;8
23725;8590335623;0
23725;8590351513;10
46269;000671305X;0
46269;0060512822;0
46269;0061091316;0
46269;0061099015;0
46269;0099800209;0
46269;0140282033;9
46269;0140282777;8
46269;0140293442;0
46269;0312852134;0
46269;0312955731;0
46269;0316666343;0
46269;0316776963;0
46269;0316779490;0
46269;0340267755;0
46269;0345298705;0
46269;0345319672;0
46269;0345325818;9
46269;0345325850;0
46269;0345334019;0
46269;0345344448;0
46269;0345350472;0
46269;0345353145;8
46269;034539657X;0
46269;0345397819;0
46269;0345419685;0
46269;0374373620;0
46269;0374384436;0
46269;0374386137;0
46269;0380788497;9
46269;0380788500;0
46269;0380802090;9
46269;0380813815;0
46269;0425115801;0
46269;0440111498;0
46269;0440174643;0
46269;0440206154;0
46269;0440217490;0
46269;0441006612;0
46269;0441748600;0
46269;0441783589;0
46269;0449130703;0
46269;0450056597;0
46269;0450547434;0
46269;0450588858;0
46269;0451097874;0
46269;0451160525;0
46269;0451167538;10
46269;0451459393;0
46269;0452285186;10
46269;0465001106;0
46269;0553229281;0
46269;0553247786;0
46269;0553279912;0
46269;0553283952;0
46269;0553294385;9
46269;0595256368;8
46269;0671013963;0
46269;0671013971;0
46269;0671014633;0
46269;067101465X;0
46269;067151914X;5
46269;0671554271;0
46269;0671667351;0
46269;0671701835;0
46269;0671702831;0
46269;0671707728;0
46269;067172052X;0
46269;0671746723;0
46269;0671795880;0
46269;0671869094;0
46269;0679433023;0
46269;0679730753;0
46269;0679746048;0
46269;0679758461;9
46269;067976402X;0
46269;0679772669;8
46269;0689716230;0
46269;0743480716;8
46269;0747541604;10
46269;0749320346;0
46269;0761121323;0
46269;0804106304;0
46269;0804114986;0
46269;0811824829;10
46269;0812510992;8
46269;0812550757;0
46269;0880381736;0
46269;0882893327;0
46269;0971880107;0
46269;1401200893;10
46269;1551108631;10
46269;1558744606;0
46269;1558744630;0
46269;1559613874;9
46269;1888054557;0
46269;8251800811;9
46269;8501061158;10
46269;8587791052;7
46269;958704049X;0
46269;9722018841;0
46269;9723703505;0
46269;9727662978;0
46269;9727663001;0
46269;B000051ZUO;0
83840;0380797410;9
83840;0752809210;6
84033;0060955775;0
84033;0140043128;0
84033;0140445145;0
84033;0156007754;0
84033;0393323803;0
84033;0446310492;0
84033;0446527173;0
84033;0451625773;0
84033;0618002219;0
84033;0679720200;8
84033;1881098184;0
84033;2040160590;0
84033;848403447X;0
84033;8501014877;8
84033;8525005037;9
84033;8571649944;7
84033;9722502514;0
84635;0061009059;6
239437;0156007754;0
239437;0330375253;10
239437;0446672211;0
239437;0609803115;0
239437;8510194300;0
239437;8525033464;0
239437;9724111989;0
47307;0671637924;5
66596;8500120991;10
66598;7897380901002;7
85066;0765340054;8
125746;8501041084;7
125746;8525017655;10
125746;8525017663;0
214143;857479578X;0
214143;8587220675;8
214143;8588423200;3
198057;857164554X;8
24386;8525002402;0
24386;8526003070;0
24386;853251166X;0
24386;8533607563;8
24386;8585466960;10
48166;8532605087;5
209249;8501054429;9
209249;8501065986;7
209249;8532501028;8
209608;853251166X;0
209608;8586821071;0
209608;958704049X;0
105315;8586623385;8
126236;0425166619;10
126236;0971880107;0
126236;1567231608;10
126236;3596113776;0
126236;850061675X;5
126236;8508067976;8
126236;8516009505;8
126236;8526205412;5
126236;857164327X;8
126236;8587333240;8
126236;8587333259;10
126236;8587333275;7
126236;8587333283;8
126236;8587333291;0
126236;8587333305;7
126236;858733333X;7
126236;8587333348;0
276863;8530805461;10
276872;0425167097;8
276872;042518109X;8
276872;0425188221;7
276872;8500010452;4
276872;8501023450;3
276872;8571648972;10
276872;8588615126;8
276872;8589885291;8
277392;859009751X;7
48804;0345334531;0
48885;8532215300;7
48885;8572325638;8
221494;8501068330;8
221494;8529400437;10
221494;853251507X;6
221494;8532515363;0
221494;8533203799;0
221494;8573022396;10
221494;8573123303;8
221494;8574023213;10
221494;8574024082;10
221494;8574130907;5
221494;857420336X;10
221494;8585418796;10
221494;8585469781;10
221494;8586075957;10
221494;8588791021;0
221494;858879103X;5
221494;8588791056;5
221494;8598078018;0
221787;8501054143;7
164330;8503001063;10
225909;0789724596;0
176180;0194337863;0
176180;0435277650;0
176180;058279742X;0
176180;0582797462;0
176180;0582797489;0
176180;1854972235;0
176180;8500005823;0
176180;8501046647;0
176180;8508011466;0
176180;8508028032;0
176180;8508040326;0
176180;8511181695;0
176180;8524180025;0
176180;8524910119;0
176180;8526211978;0
176180;8526212443;0
176180;8526212451;0
176180;852621506X;0
176180;8528601684;0
176180;8532201113;0
176180;8532202438;0
176180;8573024836;0
176180;8585940603;10
86137;8573024089;0
86137;8586488070;8
86137;9724111989;0
236506;850105402X;8
259064;006000942X;0
259064;0140437886;0
259064;014048.0048;0
259064;0140620117;0
259064;0140620125;0
259064;0140620206;0
259064;0140620788;0
259064;0140620842;0
259064;0140620990;0
259064;0140621237;0
259064;0140621741;0
259064;0140622063;0
259064;0140622225;0
259064;0142000663;0
259064;0192815032;0
259064;0192834770;0
259064;0312140940;0
259064;0330241443;0
259064;0375414517;0
259064;0380802090;0
259064;0380804557;0
259064;0380977788;0
259064;0385486804;0
259064;0440442508;10
259064;0451526341;0
259064;0452280621;0
259064;0486270629;0
259064;0521563305;10
259064;0525934251;0
259064;0552134635;0
259064;0552140295;0
259064;0552147680;0
259064;0553212087;0
259064;055327449X;0
259064;0553286390;0
259064;0553351397;0
259064;058604356X;0
259064;058604681X;0
259064;0595256368;0
259064;0671742515;0
259064;0676974562;0
259064;0679445358;0
259064;0679722319;0
259064;0679755330;0
259064;0679781587;0
259064;0684818949;0
259064;0684867672;0
259064;0747539944;0
259064;0812550706;0
259064;0812550757;0
259064;0886461839;0
259064;0971880107;0
259064;185326007X;0
259064;1857996097;0
259064;8508040830;0
259064;8521902069;10
259064;8521903928;0
259064;958704049X;8
259064;987932504;0
192265;8571643679;0
49266;86908134;8
49283;8535902961;10
214715;0553210793;10
214715;0553263153;10
210080;8573401192;10
210080;85866737246;10
210083;8500000570;10
210083;8501045535;10
210083;8501067113;10
210083;8572988076;10
210083;857384003X;10
210185;8501063517;9
26198;0446610801;0
155894;207038192;0
156081;8571645809;7
49862;852860022X;10
182651;8574210951;0
182866;0684867672;10
200585;0023607807;0
200585;0061092177;0
200585;0099285924;0
200585;0099435012;0
200585;009943511X;0
200585;0099591111;0
200585;0099908409;0
200585;014017186X;0
200585;0140184929;0
200585;014043464X;0
200585;0140435387;0
200585;0140440100;0
200585;0140440925;0
200585;0140442014;0
200585;014044534X;0
200585;0140445560;0
200585;0140481389;8
200585;0140620303;9
200585;0140620338;0
200585;0140621288;10
200585;0140621393;9
200585;0140621725;9
200585;0140621733;10
200585;0140621806;10
200585;0140622454;9
200585;0140623035;9
200585;0141182458;0
200585;0141439726;0
200585;0146001621;8
200585;0195002121;0
200585;0312119259;0
200585;0330319922;0
200585;0345325818;9
200585;0345342968;0
200585;0375753788;0
200585;0385029551;0
200585;0385498721;0
200585;0385501560;0
200585;0385509456;10
200585;0385509472;0
200585;0385722192;0
200585;0393312836;10
200585;0393314804;0
200585;0393315819;9
200585;0393319296;0
200585;0395051126;0
200585;0415028256;0
200585;0446530077;0
200585;0446673544;0
200585;0451169522;0
200585;0451522699;8
200585;0451526341;0
200585;046508138X;0
200585;0486290301;0
200585;0521467071;0
200585;0618139303;0
200585;0671755056;0
200585;0679722068;0
200585;0684819066;0
200585;0738203491;9
200585;0801492823;0
200585;0805210555;0
200585;0810835517;0
200585;0871318415;0
200585;0872860744;0
200585;0879755008;0
200585;089608289X;0
200585;0969000103;0
200585;1853267805;0
200585;2268045757;0
200585;8500801190;0
200585;8574023477;0
264201;0971880107;0
264201;8533604440;0
156192;6021085378;5
156222;8500912596;7
156222;853250888X;9
156222;8532513735;9
156222;8573023384;8
193094;2253004359;9
193116;8525406171;10
193166;8574021911;8
193186;850104041X;9
222463;8571644829;9
222463;8571648395;0
26644;8528608301;0
87612;1560765836;0
87612;1563898780;7
87612;1563898810;7
87612;8525404373;0
107562;8534902844;7
189014;8574210919;0
967;8586280070;10
87765;8532501028;10
87861;85010202;8
1260;8508046642;10
1260;8511046019;9
1990;8500328533;0
1990;8508028563;0
1990;8522405697;8
1990;852543010;10
1990;8528602397;0
1990;8528602931;8
1990;8532501192;5
1990;8570070063;9
1990;8571104182;0
1990;8571640408;0
1990;8585438010;7
1990;8585622032;7
1990;8586488046;7
1993;8526502654;10
2013;8590368130;9
128096;0971880107;5
128339;8508046030;8
88618;8508040822;8
88618;8573020474;0
2488;8574024856;8
2488;8574024864;2
2488;8574024872;5
2488;8574024880;5
2488;8574024899;2
2488;8574024902;1
205705;1410764273;9
201075;8571644829;8
193985;8532504256;0
194042;1856194930;7
194045;8572324143;0
194076;0140296409;8
210285;8521902069;0
210472;0451165209;0
236661;0836204387;0
236661;8500116951;10
236661;8501041300;10
236661;8508029748;8
236661;8508052928;6
236661;8508055587;7
236661;8516008177;0
236661;8525010995;0
236661;8532216579;9
236661;8571234582;10
236661;858587984X;8
234463;8513010898;0
234500;8585617020;10
234583;8590298914;10
176971;8528609226X;7
165495;0060934700;8
165495;0441569595;0
165495;8520501826;5
2871;8501063630;0
2896;0553291890;0
2896;0586213333;6
2896;8500010428;10
2896;8526219278;7
2896;8587122061;7
3224;058604681X;0
3224;9788532219022;0
109204;0108520690;0
109477;0192838717;0
109477;0380804557;0
109477;0441569595;8
109477;0552140295;0
137353;8508043228;0
137504;0132722208;6
137504;0273631667;7
137504;0875848702;8
257150;0553572423;8
257150;8503004798;9
257150;8503005557;0
257150;8503005999;6
156646;0582274982;6
156662;8520903177;10
156790;850062406X;7
156790;8535902023;10
156821;8501915505;9
156824;8572820922;8
156826;0140140352;9
156826;046087439X;8
156826;0553272543;8
156826;2070530663;10
156900;8589665011;10
156900;8589665070;0
157231;8501019437;0
243640;8501044679;6
4129;0671722948;0
4317;3596154766;0
52476;8528601110;9
138102;8587650173;0
29539;0312921098;5
29539;0345353145;8
29539;0345370775;7
29539;0345391055;8
29539;0345405072;7
29539;0395670292;10
29539;0425133249;7
29539;0446359688;5
29539;0553275569;9
29539;0553275976;9
29539;0671755862;10
29539;0804105537;5
29539;0929654668;8
29539;1883601126;5
29539;8527700360;8
29539;8535902775;10
89885;1841952753;8
4824;8575420585;5
5622;0060175532;0
110199;0671511424;7
69884;0312186142;0
69884;0449219232;0
157750;8520903401;0
216149;8501067113;8
216149;8520501826;10
216149;8586821071;0
216373;0140621083;8
172375;8501046019;5
138797;8571644576;10
138797;NOTAVAILABLE;8
90279;0141000198;7
90279;0297167626;10
90279;0435272527;5
90279;0517584921;10
90279;0553060996;8
90279;0679746048;6
90279;0971904774;5
90279;850102872X;0
90279;8571647704;0
90737;8501063509;8
90737;8573023902;0
211181;8535900306;9
211181;8571648816;7
211181;8572323651;0
52702;8589362140;7
259729;8510304297;8
259729;8571645094;0
91255;0435271628;0
249827;0582030463;0
249827;0582537312;0
249827;0752842439;0
249827;081296683X;6
249827;0971880107;2
249827;8500007532;0
249827;8573262532;7
249827;8586821276;0
71449;0261102753;0
71449;0345345061;0
71449;0971880107;0
71449;8533615167;10
53646;8500001402;0
53646;850000410X;0
53646;8524300779;0
53646;8526703153;0
53646;8573401192;0
53646;8587291319;0
111071;8571640696;0
251655;8571647607;9
251655;8573024607;0
223547;8572325719;10
7680;0425166392;9
7680;0671517643;10
7680;0671704834;0
8092;8500412399;2
8092;8585490268;1
54219;8585865113;8
72037;0140621970;8
111582;8500182342;9
111582;8533201010X;8
111582;857302139X;8
111582;857302335X;7
111582;8585247487;8
111582;8585247754;5
111641;857253038X;0
166589;8508076185;9
138987;8501912700;7
149589;0345330315;0
149589;0345347951;8
149589;0345423496;0
149589;0385476760;0
149589;0451457994;10
149589;0553236210;0
149589;0553574973;0
149589;0691089132;0
149589;1567231608;10
149589;1578590175;0
149589;1857230728;0
149589;1893224546;0
72792;8511181776;8
189397;8528608387;0
178050;8508065183;0
178050;851602141;6
9080;0380730774;0
9080;0452283248;9
9080;0786861347;0
9080;0945320531;0
9080;0971880107;0
9080;1400042070;0
9080;1590889754;0
9080;8500009101;10
265030;8571644950;9
211527;8587915029;0
211790;8520909833;0
129691;8571644756;8
216711;850847169;6
216956;8571648395;10
166644;8520501826;7
